id,Municipality,ref: ISTAT,year,Waste type,Quantity,category
492,22081,4022081,2016,Organic Fraction (t),"187,408",1
493,,4022083,2016,Organic Fraction (t),"116,361",1
494,,4022085,2016,Organic Fraction (t),"112,680",1
495,22087,4022087,2016,Organic Fraction (t),"596,280",1
496,,4022088,2016,Organic Fraction (t),"176,446",1
497,22089,4022089,2016,Organic Fraction (t),"129,887",1
498,,4022090,2016,Organic Fraction (t),"112,540",1
499,22091,4022091,2016,Organic Fraction (t),"53,089",1
500,22092,4022092,2016,Organic Fraction (t),"240,503",1
501,22093,4022093,2016,Organic Fraction (t),"115,182",1
502,22095,4022095,2016,Organic Fraction (t),"159,059",1
503,22097,4022097,2016,Organic Fraction (t),"141,096",1
504,22098,4022098,2016,Organic Fraction (t),"317,082",1
505,22102,4022102,2016,Organic Fraction (t),"184,355",1
506,22103,4022103,2016,Organic Fraction (t),"1.106,261",1
507,22229,4022229,2016,Organic Fraction (t),"457,750",1
508,22104,4022104,2016,Organic Fraction (t),"162,846",1
509,22106,4022106,2016,Organic Fraction (t),"87,198",1
510,22108,4022108,2016,Organic Fraction (t),"109,372",1
511,,4022109,2016,Organic Fraction (t),"38,608",1
512,22243,4022243,2016,Organic Fraction (t),"359,823",1
513,,4022110,2016,Organic Fraction (t),"251,751",1
514,,4022111,2016,Organic Fraction (t),"66,603",1
515,22112,4022112,2016,Organic Fraction (t),"13,660",1
516,22113,4022113,2016,Organic Fraction (t),"98,059",1
517,22114,4022114,2016,Organic Fraction (t),"352,841",1
518,22115,4022115,2016,Organic Fraction (t),"198,685",1
519,22116,4022116,2016,Organic Fraction (t),"682,533",1
520,22117,4022117,2016,Organic Fraction (t),"874,120",1
521,22118,4022118,2016,Organic Fraction (t),"655,702",1
522,22120,4022120,2016,Organic Fraction (t),"307,226",1
523,22123,4022123,2016,Organic Fraction (t),"149,062",1
524,22124,4022124,2016,Organic Fraction (t),"741,990",1
525,,4022126,2016,Organic Fraction (t),"171,186",1
526,22127,4022127,2016,Organic Fraction (t),"226,427",1
527,22128,4022128,2016,Organic Fraction (t),"145,501",1
528,22129,4022129,2016,Organic Fraction (t),"78,920",1
529,22130,4022130,2016,Organic Fraction (t),"58,545",1
530,22131,4022131,2016,Organic Fraction (t),"174,593",1
531,,4022133,2016,Organic Fraction (t),"23,344",1
532,,4022134,2016,Organic Fraction (t),"158,204",1
533,22136,4022136,2016,Organic Fraction (t),"245,161",1
534,22137,4022137,2016,Organic Fraction (t),"144,820",1
535,22138,4022138,2016,Organic Fraction (t),"42,653",1
536,22139,4022139,2016,Organic Fraction (t),"4.582,729",1
537,,4022234,2016,Organic Fraction (t),"145,845",1
538,22142,4022142,2016,Organic Fraction (t),"60,266",1
539,22143,4022143,2016,Organic Fraction (t),"797,723",1
540,22144,4022144,2016,Organic Fraction (t),"215,167",1
541,,4022244,2016,Organic Fraction (t),"186,336",1
542,,4022145,2016,Organic Fraction (t),"473,050",1
543,22230,4022230,2016,Organic Fraction (t),"767,166",1
544,22147,4022147,2016,Organic Fraction (t),"922,015",1
545,,4022245,2016,Organic Fraction (t),"939,444",1
546,22150,4022150,2016,Organic Fraction (t),"134,185",1
547,,4022152,2016,Organic Fraction (t),"130,644",1
548,22153,4022153,2016,Organic Fraction (t),"2.672,048",1
549,,4022154,2016,Organic Fraction (t),"64,656",1
550,22155,4022155,2016,Organic Fraction (t),"168,556",1
551,22156,4022156,2016,Organic Fraction (t),"226,859",1
552,22157,4022157,2016,Organic Fraction (t),"31,855",1
553,22135,4022135,2016,Organic Fraction (t),"176,560",1
554,22159,4022159,2016,Organic Fraction (t),"83,202",1
555,,4022160,2016,Organic Fraction (t),"199,451",1
556,22161,4022161,2016,Organic Fraction (t),"5.237,148",1
557,,4022162,2016,Organic Fraction (t),"63,017",1
558,22163,4022163,2016,Organic Fraction (t),"98,162",1
559,22164,4022164,2016,Organic Fraction (t),"25,807",1
560,22165,4022165,2016,Organic Fraction (t),"39,747",1
561,22231,4022231,2016,Organic Fraction (t),"195,770",1
562,,4022167,2016,Organic Fraction (t),"383,418",1
563,,4022168,2016,Organic Fraction (t),"110,588",1
564,22169,4022169,2016,Organic Fraction (t),"98,162",1
565,22170,4022170,2016,Organic Fraction (t),"103,490",1
566,22171,4022171,2016,Organic Fraction (t),"104,533",1
567,22172,4022172,2016,Organic Fraction (t),"153,197",1
568,22246,4022246,2016,Organic Fraction (t),"335,324",1
569,22173,4022173,2016,Organic Fraction (t),"48,671",1
570,,4022176,2016,Organic Fraction (t),"93,948",1
571,22177,4022177,2016,Organic Fraction (t),"109,372",1
572,22179,4022179,2016,Organic Fraction (t),"178,670",1
573,22180,4022180,2016,Organic Fraction (t),"168,114",1
574,22181,4022181,2016,Organic Fraction (t),"73,878",1
575,22182,4022182,2016,Organic Fraction (t),"150,070",1
576,22183,4022183,2016,Organic Fraction (t),"463,283",1
577,22184,4022184,2016,Organic Fraction (t),"85,011",1
578,22188,4022188,2016,Organic Fraction (t),"148,728",1
579,22189,4022189,2016,Organic Fraction (t),"42,187",1
580,22190,4022190,2016,Organic Fraction (t),"135,582",1
581,22191,4022191,2016,Organic Fraction (t),"199,702",1
582,22193,4022193,2016,Organic Fraction (t),"44,875",1
583,22195,4022195,2016,Organic Fraction (t),"67,255",1
584,22196,4022196,2016,Organic Fraction (t),"580,419",1
585,22199,4022199,2016,Organic Fraction (t),"362,941",1
586,22200,4022200,2016,Organic Fraction (t),"136,690",1
587,22202,4022202,2016,Organic Fraction (t),"52,302",1
588,22203,4022203,2016,Organic Fraction (t),"130,840",1
589,22247,4022247,2016,Organic Fraction (t),"218,866",1
590,22205,4022205,2016,Organic Fraction (t),"16.600,420",1
591,22232,4022232,2016,Organic Fraction (t),"126,288",1
592,22209,4022209,2016,Organic Fraction (t),"77,582",1
593,22210,4022210,2016,Organic Fraction (t),"43,482",1
594,22248,4022248,2016,Organic Fraction (t),"640,259",1
595,,4022211,2016,Organic Fraction (t),"174,705",1
596,22213,4022213,2016,Organic Fraction (t),"290,327",1
597,,4022216,2016,Organic Fraction (t),"28,993",1
598,,4022217,2016,Organic Fraction (t),"227,791",1
599,,4022249,2016,Organic Fraction (t),"507,513",1
600,22222,4022222,2016,Organic Fraction (t),"383,386",1
601,22224,4022224,2016,Organic Fraction (t),"392,544",1
602,,4022225,2016,Organic Fraction (t),"216,656",1
603,22226,4022226,2016,Organic Fraction (t),"356,212",1
604,22001,4022001,2017,Organic Fraction (t),"930,919",1
605,22002,4022002,2017,Organic Fraction (t),"178,400",1
606,22003,4022003,2017,Organic Fraction (t),"367,935",1
607,22235,4022235,2017,Organic Fraction (t),"214,105",1
608,,4022236,2017,Organic Fraction (t),"479,077",1
609,22237,4022237,2017,Organic Fraction (t),"64,976",1
610,22005,4022005,2017,Organic Fraction (t),"477,711",1
611,22006,4022006,2017,Organic Fraction (t),"2.381,855",1
612,22007,4022007,2017,Organic Fraction (t),"446,727",1
613,,4022009,2017,Organic Fraction (t),"624,203",1
614,22011,4022011,2017,Organic Fraction (t),"180,311",1
615,22013,4022013,2017,Organic Fraction (t),"268,458",1
616,22015,4022015,2017,Organic Fraction (t),"40,234",1
617,22017,4022017,2017,Organic Fraction (t),"157,245",1
618,22018,4022018,2017,Organic Fraction (t),"45,003",1
619,22021,4022021,2017,Organic Fraction (t),"63,886",1
620,22238,4022238,2017,Organic Fraction (t),"178,599",1
621,22239,4022239,2017,Organic Fraction (t),"66,181",1
622,22022,4022022,2017,Organic Fraction (t),"678,358",1
623,22025,4022025,2017,Organic Fraction (t),"452,157",1
624,22026,4022026,2017,Organic Fraction (t),"26,419",1
625,,4022027,2017,Organic Fraction (t),"83,031",1
626,22029,4022029,2017,Organic Fraction (t),"94,682",1
627,,4022030,2017,Organic Fraction (t),"35,599",1
628,22032,4022032,2017,Organic Fraction (t),"244,493",1
629,22033,4022033,2017,Organic Fraction (t),"62,063",1
630,22034,4022034,2017,Organic Fraction (t),"464,708",1
631,22035,4022035,2017,Organic Fraction (t),"215,276",1
632,22036,4022036,2017,Organic Fraction (t),"227,783",1
633,22037,4022037,2017,Organic Fraction (t),"155,759",1
634,22038,4022038,2017,Organic Fraction (t),"171,650",1
635,22039,4022039,2017,Organic Fraction (t),"676,596",1
636,22040,4022040,2017,Organic Fraction (t),"92,248",1
637,,4022041,2017,Organic Fraction (t),"289,708",1
638,22042,4022042,2017,Organic Fraction (t),"184,159",1
639,22043,4022043,2017,Organic Fraction (t),"33,844",1
640,22045,4022045,2017,Organic Fraction (t),"21,531",1
641,22240,4022240,2017,Organic Fraction (t),"113,379",1
642,,4022046,2017,Organic Fraction (t),"70,076",1
643,22048,4022048,2017,Organic Fraction (t),"100,051",1
644,22047,4022047,2017,Organic Fraction (t),"387,688",1
645,22049,4022049,2017,Organic Fraction (t),"71,546",1
646,22050,4022050,2017,Organic Fraction (t),"824,638",1
647,22051,4022051,2017,Organic Fraction (t),"142,396",1
648,22052,4022052,2017,Organic Fraction (t),"80,002",1
649,22053,4022053,2017,Organic Fraction (t),"363,336",1
650,22054,4022054,2017,Organic Fraction (t),"14,765",1
651,22241,4022241,2017,Organic Fraction (t),"295,922",1
652,22058,4022058,2017,Organic Fraction (t),"86,900",1
653,22059,4022059,2017,Organic Fraction (t),"27,377",1
654,22060,4022060,2017,Organic Fraction (t),"31,825",1
655,22061,4022061,2017,Organic Fraction (t),"408,725",1
656,22062,4022062,2017,Organic Fraction (t),"716,879",1
657,,4022063,2017,Organic Fraction (t),"73,646",1
658,22228,4022228,2017,Organic Fraction (t),"337,256",1
659,22064,4022064,2017,Organic Fraction (t),"120,912",1
660,,4022242,2017,Organic Fraction (t),"153,923",1
661,22068,4022068,2017,Organic Fraction (t),"60,228",1
662,,4022070,2017,Organic Fraction (t),"117,766",1
663,22071,4022071,2017,Organic Fraction (t),"45,187",1
664,22074,4022074,2017,Organic Fraction (t),"132,502",1
665,22233,4022233,2017,Organic Fraction (t),"572,033",1
666,22078,4022078,2017,Organic Fraction (t),"54,699",1
667,22079,4022079,2017,Organic Fraction (t),"515,601",1
668,,4022080,2017,Organic Fraction (t),"81,817",1
669,22081,4022081,2017,Organic Fraction (t),"184,573",1
670,,4022083,2017,Organic Fraction (t),"104,477",1
671,,4022085,2017,Organic Fraction (t),"47,850",1
672,22087,4022087,2017,Organic Fraction (t),"571,734",1
673,,4022088,2017,Organic Fraction (t),"175,650",1
674,22089,4022089,2017,Organic Fraction (t),"126,399",1
675,,4022090,2017,Organic Fraction (t),"45,058",1
676,22091,4022091,2017,Organic Fraction (t),"52,286",1
677,22092,4022092,2017,Organic Fraction (t),"310,446",1
678,22093,4022093,2017,Organic Fraction (t),"103,418",1
679,22095,4022095,2017,Organic Fraction (t),"41,731",1
680,22097,4022097,2017,Organic Fraction (t),"96,906",1
681,22098,4022098,2017,Organic Fraction (t),"320,682",1
682,22102,4022102,2017,Organic Fraction (t),"192,975",1
683,22103,4022103,2017,Organic Fraction (t),"189,528",1
684,22229,4022229,2017,Organic Fraction (t),"436,050",1
685,22104,4022104,2017,Organic Fraction (t),"114,961",1
686,22106,4022106,2017,Organic Fraction (t),"86,804",1
687,22108,4022108,2017,Organic Fraction (t),"107,718",1
688,,4022109,2017,Organic Fraction (t),"37,303",1
689,22243,4022243,2017,Organic Fraction (t),"354,380",1
690,,4022110,2017,Organic Fraction (t),"321,328",1
691,,4022111,2017,Organic Fraction (t),"66,302",1
692,22112,4022112,2017,Organic Fraction (t),"12,266",1
693,22113,4022113,2017,Organic Fraction (t),"106,066",1
694,22114,4022114,2017,Organic Fraction (t),"420,104",1
695,22115,4022115,2017,Organic Fraction (t),"130,617",1
696,22116,4022116,2017,Organic Fraction (t),"672,208",1
697,22117,4022117,2017,Organic Fraction (t),"860,896",1
698,22118,4022118,2017,Organic Fraction (t),"634,403",1
699,22120,4022120,2017,Organic Fraction (t),"302,579",1
700,22123,4022123,2017,Organic Fraction (t),"118,656",1
701,22124,4022124,2017,Organic Fraction (t),"730,050",1
702,,4022126,2017,Organic Fraction (t),"168,597",1
703,22127,4022127,2017,Organic Fraction (t),"206,320",1
704,22128,4022128,2017,Organic Fraction (t),"148,636",1
705,22129,4022129,2017,Organic Fraction (t),"38,632",1
706,22130,4022130,2017,Organic Fraction (t),"13,795",1
707,22131,4022131,2017,Organic Fraction (t),"116,310",1
708,,4022133,2017,Organic Fraction (t),"18,243",1
709,,4022134,2017,Organic Fraction (t),"149,153",1
710,22136,4022136,2017,Organic Fraction (t),"244,288",1
711,22137,4022137,2017,Organic Fraction (t),"85,241",1
712,22138,4022138,2017,Organic Fraction (t),"38,296",1
713,22139,4022139,2017,Organic Fraction (t),"4.673,207",1
714,,4022234,2017,Organic Fraction (t),"130,949",1
715,22142,4022142,2017,Organic Fraction (t),"51,109",1
716,22143,4022143,2017,Organic Fraction (t),"716,250",1
717,22144,4022144,2017,Organic Fraction (t),"196,990",1
718,,4022244,2017,Organic Fraction (t),"167,305",1
719,,4022145,2017,Organic Fraction (t),"462,113",1
720,22230,4022230,2017,Organic Fraction (t),"763,702",1
721,22147,4022147,2017,Organic Fraction (t),"869,262",1
722,,4022245,2017,Organic Fraction (t),"981,993",1
723,22150,4022150,2017,Organic Fraction (t),"154,354",1
724,,4022152,2017,Organic Fraction (t),"130,055",1
725,22153,4022153,2017,Organic Fraction (t),"2.964,718",1
726,,4022154,2017,Organic Fraction (t),"64,364",1
727,22155,4022155,2017,Organic Fraction (t),"167,796",1
728,22156,4022156,2017,Organic Fraction (t),"171,100",1
729,22157,4022157,2017,Organic Fraction (t),"20,382",1
730,22135,4022135,2017,Organic Fraction (t),"150,012",1
731,22159,4022159,2017,Organic Fraction (t),"82,826",1
732,,4022160,2017,Organic Fraction (t),"196,434",1
733,22161,4022161,2017,Organic Fraction (t),"5.171,848",1
734,,4022162,2017,Organic Fraction (t),"62,732",1
735,22163,4022163,2017,Organic Fraction (t),"97,719",1
736,22164,4022164,2017,Organic Fraction (t),"20,514",1
737,22165,4022165,2017,Organic Fraction (t),"28,727",1
738,22231,4022231,2017,Organic Fraction (t),"175,775",1
739,,4022167,2017,Organic Fraction (t),"377,618",1
740,,4022168,2017,Organic Fraction (t),"104,583",1
741,22169,4022169,2017,Organic Fraction (t),"97,719",1
742,22170,4022170,2017,Organic Fraction (t),"103,023",1
743,22171,4022171,2017,Organic Fraction (t),"117,477",1
744,22172,4022172,2017,Organic Fraction (t),"192,319",1
745,22246,4022246,2017,Organic Fraction (t),"301,078",1
746,22173,4022173,2017,Organic Fraction (t),"48,451",1
747,,4022176,2017,Organic Fraction (t),"105,318",1
748,22177,4022177,2017,Organic Fraction (t),"107,718",1
749,22179,4022179,2017,Organic Fraction (t),"160,422",1
750,22180,4022180,2017,Organic Fraction (t),"165,571",1
751,22181,4022181,2017,Organic Fraction (t),"73,545",1
752,22182,4022182,2017,Organic Fraction (t),"134,744",1
753,22183,4022183,2017,Organic Fraction (t),"415,966",1
754,22184,4022184,2017,Organic Fraction (t),"76,328",1
755,22188,4022188,2017,Organic Fraction (t),"127,385",1
756,22189,4022189,2017,Organic Fraction (t),"27,576",1
757,22190,4022190,2017,Organic Fraction (t),"117,534",1
758,22191,4022191,2017,Organic Fraction (t),"213,827",1
759,22193,4022193,2017,Organic Fraction (t),"45,360",1
760,22195,4022195,2017,Organic Fraction (t),"89,066",1
761,22196,4022196,2017,Organic Fraction (t),"547,211",1
762,22199,4022199,2017,Organic Fraction (t),"325,873",1
763,22200,4022200,2017,Organic Fraction (t),"136,072",1
764,22202,4022202,2017,Organic Fraction (t),"38,996",1
765,22203,4022203,2017,Organic Fraction (t),"103,093",1
766,22247,4022247,2017,Organic Fraction (t),"196,512",1
767,22205,4022205,2017,Organic Fraction (t),"16.616,358",1
768,22232,4022232,2017,Organic Fraction (t),"113,389",1
769,22209,4022209,2017,Organic Fraction (t),"73,143",1
770,22210,4022210,2017,Organic Fraction (t),"47,502",1
771,22248,4022248,2017,Organic Fraction (t),"630,573",1
772,,4022211,2017,Organic Fraction (t),"164,710",1
773,22213,4022213,2017,Organic Fraction (t),"334,328",1
774,,4022216,2017,Organic Fraction (t),"31,148",1
775,,4022217,2017,Organic Fraction (t),"227,833",1
776,,4022249,2017,Organic Fraction (t),"505,222",1
777,22222,4022222,2017,Organic Fraction (t),"411,217",1
778,22224,4022224,2017,Organic Fraction (t),"407,385",1
779,,4022225,2017,Organic Fraction (t),"213,378",1
780,22226,4022226,2017,Organic Fraction (t),"335,833",1
781,22001,4022001,2018,Organic Fraction (t),"133,180",1
782,22002,4022002,2018,Organic Fraction (t),"181,794",1
783,22003,4022003,2018,Organic Fraction (t),"388,595",1
784,22235,4022235,2018,Organic Fraction (t),"215,137",1
785,,4022236,2018,Organic Fraction (t),"774,914",1
786,22237,4022237,2018,Organic Fraction (t),"67,073",1
787,22005,4022005,2018,Organic Fraction (t),"512,528",1
788,22006,4022006,2018,Organic Fraction (t),"2.460,396",1
789,22007,4022007,2018,Organic Fraction (t),"457,753",1
790,,4022009,2018,Organic Fraction (t),"1.155,396",1
791,22011,4022011,2018,Organic Fraction (t),"340,964",1
792,22013,4022013,2018,Organic Fraction (t),"267,285",1
793,22015,4022015,2018,Organic Fraction (t),"42,639",1
794,22017,4022017,2018,Organic Fraction (t),"157,873",1
795,22018,4022018,2018,Organic Fraction (t),"49,846",1
796,22021,4022021,2018,Organic Fraction (t),"64,906",1
797,22238,4022238,2018,Organic Fraction (t),"184,499",1
798,22239,4022239,2018,Organic Fraction (t),"65,893",1
799,22022,4022022,2018,Organic Fraction (t),"767,084",1
800,22025,4022025,2018,Organic Fraction (t),"458,756",1
801,22026,4022026,2018,Organic Fraction (t),"26,870",1
802,,4022027,2018,Organic Fraction (t),"82,442",1
803,22029,4022029,2018,Organic Fraction (t),"92,697",1
804,,4022030,2018,Organic Fraction (t),"34,503",1
805,22032,4022032,2018,Organic Fraction (t),"364,546",1
806,22033,4022033,2018,Organic Fraction (t),"87,545",1
807,22034,4022034,2018,Organic Fraction (t),"778,446",1
808,22035,4022035,2018,Organic Fraction (t),"228,411",1
809,22036,4022036,2018,Organic Fraction (t),"256,810",1
810,22037,4022037,2018,Organic Fraction (t),"151,958",1
811,22038,4022038,2018,Organic Fraction (t),"181,139",1
812,22039,4022039,2018,Organic Fraction (t),"764,450",1
813,22040,4022040,2018,Organic Fraction (t),"106,953",1
814,,4022041,2018,Organic Fraction (t),"335,128",1
815,22042,4022042,2018,Organic Fraction (t),"189,340",1
816,22043,4022043,2018,Organic Fraction (t),"36,524",1
